,gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier
99,DAL1357.BOS.JFK.230228.2115.0143.TFM,KBOS,KJFK,2023-03-01 22:21:00,2023-03-01 22:45:00,DAL
100,DAL713.BOS.LAX.230301.0005.0113.TFM,KBOS,KLAX,2023-03-02 07:05:00,2023-03-02 06:50:00,DAL
101,DAL2581.SFO.LAX.230228.1905.0103.TFM,KSFO,KLAX,2023-03-01 20:19:00,2023-03-01 20:38:00,DAL
102,DAL333.LGA.DFW.230228.2020.0126.TFM,KLGA,KDFW,2023-03-02 00:32:00,2023-03-02 00:45:00,DAL
103,DAL967.DCA.ATL.230228.1406.0015.TFM,KDCA,KATL,2023-03-01 15:51:00,2023-03-01 16:09:00,DAL
104,DAL737.LAX.BOS.230228.2025.0138.TFM,KLAX,KBOS,2023-03-02 03:10:00,2023-03-02 01:50:00,DAL
105,DAL572.ATL.BOS.230228.1745.0099.TFM,KATL,KBOS,2023-03-01 20:03:00,2023-03-01 20:18:00,DAL
106,DAL32.DFW.ATL.230301.0005.0136.TFM,KDFW,KATL,2023-03-02 01:48:00,2023-03-02 02:01:00,DAL
107,DAL529.DFW.LAX.230228.2200.0238.TFM,KDFW,KLAX,2023-03-02 01:35:00,2023-03-02 01:35:00,DAL
108,DAL949.SEA.ATL.230228.2315.0120.TFM,KSEA,KATL,2023-03-02 03:38:00,2023-03-02 03:53:00,DAL
109,DAL356.ATL.DCA.230301.0055.0090.TFM,KATL,KDCA,2023-03-02 02:54:00,2023-03-02 02:36:00,DAL
110,DAL414.DFW.ATL.230228.1805.0110.TFM,KDFW,KATL,2023-03-01 19:58:00,2023-03-01 20:06:00,DAL
111,DAL921.DFW.ATL.230228.2130.0246.TFM,KDFW,KATL,2023-03-01 23:21:00,2023-03-01 23:34:00,DAL
112,DAL877.LGA.ATL.230228.1950.0123.TFM,KLGA,KATL,2023-03-01 22:09:00,2023-03-01 22:31:00,DAL
113,DAL1530.SEA.LAX.230228.1800.0209.TFM,KSEA,KLAX,2023-03-01 20:30:00,2023-03-01 20:46:00,DAL
114,DAL962.LGA.ATL.230228.2200.0236.TFM,KLGA,KATL,2023-03-02 00:16:00,2023-03-02 00:47:00,DAL
115,DAL986.JFK.DFW.230228.2300.0256.TFM,KJFK,KDFW,2023-03-02 03:28:00,2023-03-02 03:17:00,DAL
116,DAL953.ATL.DFW.230228.2220.0139.TFM,KATL,KDFW,2023-03-02 00:46:00,2023-03-02 00:43:00,DAL
117,DAL860.LGA.ATL.230228.1100.0161.TFM,KLGA,KATL,2023-03-01 13:10:00,2023-03-01 13:39:00,DAL
118,DAL674.ATL.BOS.230228.2100.0117.TFM,KATL,KBOS,2023-03-01 23:21:00,2023-03-01 23:35:00,DAL
119,DAL1703.SEA.LAX.230228.2345.0144.TFM,KSEA,KLAX,2023-03-02 02:01:00,2023-03-02 02:19:00,DAL
120,DAL514.LGA.ATL.230228.1750.0066.TFM,KLGA,KATL,2023-03-01 21:50:00,2023-03-01 20:31:00,DAL
121,DAL567.BWI.ATL.230228.2310.0137.TFM,KBWI,KATL,2023-03-02 01:01:00,2023-03-02 01:10:00,DAL
122,DAL2464.ATL.JFK.230301.0245.0107.TFM,KATL,KJFK,2023-03-02 04:50:00,2023-03-02 04:59:00,DAL
123,DAL2841.SFO.LAX.230228.1400.0344.TFM,KSFO,KLAX,2023-03-01 15:16:00,2023-03-01 15:30:00,DAL
