gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier,arrival_stand_actual_time_tz,arrival_stand_scheduled_time_tz,arr_index,dep_index,arrival_delay_time,arrival_date,arrival_time,arrival_date_tz,arrival_time_tz,total_delay_by_airport
DAL32.DFW.ATL.230212.2335.0089.TFM,KDFW,KATL,2023-02-14 01:24:00,2023-02-14 01:35:00,DAL,2023-02-13 20:24:00,2023-02-13 20:35:00,0.0,4.0,0.0,2023-02-14,01:24:00,2023-02-13,20:24:00,478.0
DAL600.JFK.SFO.230212.2230.0068.TFM,KJFK,KSFO,2023-02-14 05:04:00,2023-02-14 05:20:00,DAL,2023-02-14 00:04:00,2023-02-14 00:20:00,11.0,7.0,0.0,2023-02-14,05:04:00,2023-02-14,00:04:00,85.0
DAL849.ATL.BOS.230212.1415.0164.TFM,KATL,KBOS,2023-02-13 16:46:00,2023-02-13 16:50:00,DAL,2023-02-13 11:46:00,2023-02-13 11:50:00,1.0,0.0,0.0,2023-02-13,16:46:00,2023-02-13,11:46:00,41.0
DAL2067.LGA.BOS.230212.2100.0136.TFM,KLGA,KBOS,2023-02-13 21:54:00,2023-02-13 22:21:00,DAL,2023-02-13 16:54:00,2023-02-13 17:21:00,1.0,9.0,0.0,2023-02-13,21:54:00,2023-02-13,16:54:00,41.0
DAL2902.ATL.IAD.230212.2120.0051.TFM,KATL,KIAD,2023-02-13 22:49:00,2023-02-13 22:56:00,DAL,2023-02-13 17:49:00,2023-02-13 17:56:00,6.0,0.0,0.0,2023-02-13,22:49:00,2023-02-13,17:49:00,0.0
DAL635.ATL.DCA.230212.1610.0103.TFM,KATL,KDCA,2023-02-13 17:34:00,2023-02-13 17:49:00,DAL,2023-02-13 12:34:00,2023-02-13 12:49:00,3.0,0.0,0.0,2023-02-13,17:34:00,2023-02-13,12:34:00,0.0
DAL829.ATL.LAX.230212.2035.0153.TFM,KATL,KLAX,2023-02-14 01:40:00,2023-02-14 01:40:00,DAL,2023-02-13 20:40:00,2023-02-13 20:40:00,8.0,0.0,0.0,2023-02-14,01:40:00,2023-02-13,20:40:00,272.0
DAL685.JFK.LAX.230212.1845.0135.TFM,KJFK,KLAX,2023-02-14 01:09:00,2023-02-14 01:10:00,DAL,2023-02-13 20:09:00,2023-02-13 20:10:00,8.0,7.0,0.0,2023-02-14,01:09:00,2023-02-13,20:09:00,272.0
DAL2703.SFO.SEA.230213.0050.0059.TFM,KSFO,KSEA,2023-02-14 03:22:00,2023-02-14 03:04:00,DAL,2023-02-13 22:22:00,2023-02-13 22:04:00,10.0,11.0,18.0,2023-02-14,03:22:00,2023-02-13,22:22:00,18.0
DAL396.LGA.ATL.230212.1850.0120.TFM,KLGA,KATL,2023-02-13 21:15:00,2023-02-13 21:31:00,DAL,2023-02-13 16:15:00,2023-02-13 16:31:00,0.0,9.0,0.0,2023-02-13,21:15:00,2023-02-13,16:15:00,478.0
DAL529.DFW.LAX.230212.2200.0198.TFM,KDFW,KLAX,2023-02-14 01:08:00,2023-02-14 01:35:00,DAL,2023-02-13 20:08:00,2023-02-13 20:35:00,8.0,4.0,0.0,2023-02-14,01:08:00,2023-02-13,20:08:00,272.0
DAL379.JFK.ATL.230212.2040.0076.TFM,KJFK,KATL,2023-02-13 22:47:00,2023-02-13 23:24:00,DAL,2023-02-13 17:47:00,2023-02-13 18:24:00,0.0,7.0,0.0,2023-02-13,22:47:00,2023-02-13,17:47:00,478.0
DAL1274.BWI.ATL.230212.1930.0177.TFM,KBWI,KATL,2023-02-13 21:05:00,2023-02-13 21:28:00,DAL,2023-02-13 16:05:00,2023-02-13 16:28:00,0.0,2.0,0.0,2023-02-13,21:05:00,2023-02-13,16:05:00,478.0
DAL719.SFO.JFK.230212.2315.0116.TFM,KSFO,KJFK,2023-02-14 04:24:00,2023-02-14 04:33:00,DAL,2023-02-13 23:24:00,2023-02-13 23:33:00,7.0,11.0,0.0,2023-02-14,04:24:00,2023-02-13,23:24:00,125.0
